event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD26111,4-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Shaplapur Communal Group (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Cox's Bazar,Maheshkhali,Shaplapur,21.6419,91.9773,1,Prothom Alo,National,"On 4 December 2023, rival men assaulted and killed a former member of Union Parishad with sticks in Shaplapur union, Maheshkhali upazila (Cox's Bazar, Chittagong), following an altercation over a land related dispute.",1,crowd size=no report; local administrators,1724113672
BGD26111,4-Dec-23,2023,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Former Government of Bangladesh (2009-2024); Shaplapur Communal Group (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Cox's Bazar,Maheshkhali,Shaplapur,21.6419,91.9773,1,Prothom Alo,National,"On 4 December 2023, rival men assaulted and killed a former member of Union Parishad with sticks in Shaplapur union, Maheshkhali upazila (Cox's Bazar, Chittagong), following an altercation over a land related dispute.",1,crowd size=no report; local administrators,1724113672
BGD26147,4-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,State forces-Rioters,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,Dhaka Tribune; United News of Bangladesh,National,"On 4 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded crude bombs near a police box in Gulistan area, Dhaka city, during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Two traffic police personnel were injured in the incident. Rioters also separately set fire to a parked bus in this area.",0,crowd size=no report,1724113672
BGD26147,4-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Police Forces of Bangladesh (2009-2024),,State forces,State forces-Rioters,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,Dhaka Tribune; United News of Bangladesh,National,"On 4 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded crude bombs near a police box in Gulistan area, Dhaka city, during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Two traffic police personnel were injured in the incident. Rioters also separately set fire to a parked bus in this area.",0,crowd size=no report,1724113672
BGD26149,4-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Chittagong,Feni,Feni Sadar,Feni,23.0144,91.3966,1,United News of Bangladesh,National,"On 4 December 2023, at least 12-13 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded crude bombs and set fire to auto-rickshaws and several other vehicles in Feni town (Feni Sadar, Chittagong), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Demonstrators also assaulted a rickshaw driver with bricks when he tried to resist.",0,crowd size=at least 12-13,1727204918
BGD26149,4-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),Labor Group (Bangladesh),Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Chittagong,Feni,Feni Sadar,Feni,23.0144,91.3966,1,United News of Bangladesh,National,"On 4 December 2023, at least 12-13 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded crude bombs and set fire to auto-rickshaws and several other vehicles in Feni town (Feni Sadar, Chittagong), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Demonstrators also assaulted a rickshaw driver with bricks when he tried to resist.",0,crowd size=at least 12-13,1727204918
BGD26108,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),,Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Sylhet,Companiganj,Companiganj,25.0937,91.7487,2,Prothom Alo,National,"On 3 December 2023, two groups of villagers clashed using bricks at Sundaura village, Companiganj upazila (Sylhet), following an altercation between two passengers over traveling in an auto-rickshaw. A local leader of Awami League was killed in the clash whereas 5 others were injured.",1,crowd size=no report,1702407970
BGD26108,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League,Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Sylhet,Companiganj,Companiganj,25.0937,91.7487,2,Prothom Alo,National,"On 3 December 2023, two groups of villagers clashed using bricks at Sundaura village, Companiganj upazila (Sylhet), following an altercation between two passengers over traveling in an auto-rickshaw. A local leader of Awami League was killed in the clash whereas 5 others were injured.",1,crowd size=no report,1702407970
BGD26110,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Vigilante Group (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Gopalganj,Kashiani,Parulia,23.2324,89.7914,1,Prothom Alo,National,"On 3 December 2023, locals assaulted and killed a 17-year old boy in Parulia union, Kashiani upazila (Gopalganj, Dhaka), on suspicion of stealing cattle.",1,crowd size=no report,1702407970
BGD26110,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),,Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Gopalganj,Kashiani,Parulia,23.2324,89.7914,1,Prothom Alo,National,"On 3 December 2023, locals assaulted and killed a 17-year old boy in Parulia union, Kashiani upazila (Gopalganj, Dhaka), on suspicion of stealing cattle.",1,crowd size=no report,1702407970
BGD26136,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Rajshahi,Bogra,Bogra Sadar,Bogra,24.853,89.3732,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a vehicle in Bogra district (coded as Bogra, Bogra Sadar, Rajshahi), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1702407970
BGD26141,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur,25.6274,88.6377,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a truck in Jaliapara area, Dinajpur district (coded as Dinajpur, Dinajpur Sadar, Rangpur), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1702407970
BGD26142,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Rangpur,Dinajpur,Kaharole,Kahorole,25.796,88.6028,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a truck in Rampur area, Kahorole (Kaharole) upazila (Dinajpur, Rangpur), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Driver of the truck was injured in the incident.",0,crowd size=no report,1702407970
BGD26142,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),Labor Group (Bangladesh),Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Rangpur,Dinajpur,Kaharole,Kahorole,25.796,88.6028,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a truck in Rampur area, Kahorole (Kaharole) upazila (Dinajpur, Rangpur), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Driver of the truck was injured in the incident.",0,crowd size=no report,1702407970
BGD26144,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Rajshahi,Natore,Natore Sadar,Natore,24.4111,88.9867,1,Dhaka Tribune; United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to 3 parked buses in Natore city (Natore Sadar, Rajshahi), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1702407970
BGD26145,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Rajshahi,Sirajganj,Sirajganj Sadar,Sirajganj,24.4577,89.708,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a vehicle in Sirajganj district (coded as Sirajganj, Sirajganj Sadar, Rajshahi), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1702407970
BGD26137,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,United News of Bangladesh,National,"On 3 December 2023, at least 10-12 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to two buses in Chittagong city (Pahartali), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. One person was injured in the incidents.",0,crowd size=at least 10-12,1715131154
BGD26137,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),,Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,United News of Bangladesh,National,"On 3 December 2023, at least 10-12 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to two buses in Chittagong city (Pahartali), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. One person was injured in the incidents.",0,crowd size=at least 10-12,1715131154
BGD26109,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,New Age (Bangladesh),National,"On 3 December 2023, members of Chhatra League (BCL) assaulted and injured a student of Dhaka university on campus in Dhaka - Shahbagh (Shahbagh), following a verbal altercation.",0,crowd size=no report,1721769312
BGD26109,3-Dec-23,2023,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Students (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,New Age (Bangladesh),National,"On 3 December 2023, members of Chhatra League (BCL) assaulted and injured a student of Dhaka university on campus in Dhaka - Shahbagh (Shahbagh), following a verbal altercation.",0,crowd size=no report,1721769312
BGD26118,3-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; JCD: Bangladesh Jatiotabadi Chatra Dal; JeI: Jamaat-e-Islami; Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Prothom Alo,National,"On 3 December 2023, members of Chatra Dal (JCD) staged a protest rally in Dhaka - Shahbagh (Shahbagh), in support of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1721769312
BGD26138,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,Financial Express (Bangladesh),National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a bus in Gulistan area, Dhaka city, during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1721769312
BGD26140,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Rampura,Dhaka - Rampura,23.7601,90.4193,1,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a vehicle in Dhaka - Rampura (Rampura), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1721769312
BGD26143,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Gazipur,Kaliakair,Kaliakair,24.0696,90.2221,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a truck in Kaliakair upazila (Gazipur, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Driver of the truck was injured in the incident.",0,crowd size=no report,1723576772
BGD26143,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),Labor Group (Bangladesh),Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Gazipur,Kaliakair,Kaliakair,24.0696,90.2221,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a truck in Kaliakair upazila (Gazipur, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Driver of the truck was injured in the incident.",0,crowd size=no report,1723576772
BGD26135,3-Dec-23,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami; JJD: Jatiyatabadi Jubo Dal,Protesters,State forces-Protesters,,50,South Asia,Bangladesh,Rajshahi,Bogra,Sahajanpur,Shajahanpur,24.7666,89.4,2,Prothom Alo,National,"On 3 December 2023, members of Jubo Dal staged a protest rally in Shajahanpur (Sahajanpur) upazila (Bogra, Rajshahi), in support of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Police chased the protesters to disperse them. A member of Jubo Dal died after he fell off his motorcycle while escaping chasing police personnel.",0,crowd size=no report,1724113672
BGD26135,3-Dec-23,2023,1,Demonstrations,Protests,Protest with intervention,Police Forces of Bangladesh (2009-2024),,State forces,State forces-Protesters,,50,South Asia,Bangladesh,Rajshahi,Bogra,Sahajanpur,Shajahanpur,24.7666,89.4,2,Prothom Alo,National,"On 3 December 2023, members of Jubo Dal staged a protest rally in Shajahanpur (Sahajanpur) upazila (Bogra, Rajshahi), in support of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Police chased the protesters to disperse them. A member of Jubo Dal died after he fell off his motorcycle while escaping chasing police personnel.",0,crowd size=no report,1724113672
BGD26139,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to a vehicle in Dhaka - Ramna (coded to Dhaka - Shahbagh, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1725388245
BGD26119,3-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami; JSD: Jatiyatabadi Swechchhasebak Dal,Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Gazipur,Sreepur,Sreepur,24.1987,90.439,1,United News of Bangladesh,National,"On 3 December 2023, members of Swechchhasebak Dal (JSD) staged a protest rally in Sreepur upazila (Gazipur, Dhaka), in support of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1726526021
BGD26146,3-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Gazipur,Sreepur,Sreepur,24.1987,90.439,2,United News of Bangladesh,National,"On 3 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire on the road at Dhaka-Mymensingh highway, Sreepur upazila (Gazipur, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Several vehicles were vandalized during the incident.",0,crowd size=no report,1726526021
BGD26106,2-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,New Age (Bangladesh),National,"On 2 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) set fire to 3 buses in Gabtali, Agargaon, and Sayedabad areas of Dhaka city, ahead of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government.",0,crowd size=no report,1721769312
BGD26107,2-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Dhaka,Tejgaon,Dhaka - Tejgaon,23.7626,90.3913,1,United News of Bangladesh,National,"On 2 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded two crude bombs in Farmgate area, Dhaka - Tejgaon (Tejgaon), ahead of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Two people who were returning from work were injured in the incident.",0,crowd size=no report,1721769312
BGD26107,2-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),Labor Group (Bangladesh),Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Dhaka,Tejgaon,Dhaka - Tejgaon,23.7626,90.3913,1,United News of Bangladesh,National,"On 2 December 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) exploded two crude bombs in Farmgate area, Dhaka - Tejgaon (Tejgaon), ahead of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 3-4 December, demanding resignation of the Awami League government. Two people who were returning from work were injured in the incident.",0,crowd size=no report,1721769312
BGD26031,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League,Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Shariatpur,Naria,Naria,23.3029,90.4087,2,BDnews24,National,"On 30 November 2023, at least 200-300 supporters of Awami League nominated candidate and an Independent candidate clashed in Naria upazila (Shariatpur, Dhaka), over electoral rivalry, ahead of upcoming general elections. Several crude bombs were exploded and at least 8 people were injured in the clash.",0,crowd size=at least 200-300,1701813029
BGD26031,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Shariatpur,Naria,Naria,23.3029,90.4087,2,BDnews24,National,"On 30 November 2023, at least 200-300 supporters of Awami League nominated candidate and an Independent candidate clashed in Naria upazila (Shariatpur, Dhaka), over electoral rivalry, ahead of upcoming general elections. Several crude bombs were exploded and at least 8 people were injured in the clash.",0,crowd size=at least 200-300,1701813029
BGD26034,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Habiganj,Nabiganj,Nabiganj,24.5667,91.5167,2,Daily Star (Bangladesh),National,"On 30 November 2023, two factions of Chhatra League (BCL) clashed in Natunbazar area, Nabiganj upazila (Habiganj, Sylhet), during the submission of nomination papers for Awami League candidate, ahead of upcoming general elections. At least 10 people were injured in the clash.",0,crowd size=no report,1701813030
BGD26034,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Habiganj,Nabiganj,Nabiganj,24.5667,91.5167,2,Daily Star (Bangladesh),National,"On 30 November 2023, two factions of Chhatra League (BCL) clashed in Natunbazar area, Nabiganj upazila (Habiganj, Sylhet), during the submission of nomination papers for Awami League candidate, ahead of upcoming general elections. At least 10 people were injured in the clash.",0,crowd size=no report,1701813030
BGD26093,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters only,,50,South Asia,Bangladesh,Dhaka,Shariatpur,Naria,Naria,23.3029,90.4087,2,Prothom Alo,National,"On 30 November 2023, rioters (likely supporters of BNP and JeI due to the ongoing blockade program) cut down trees and set fire to tires to block roads in Naria upazila (Shariatpur, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 29-30 November, demanding resignation of the Awami League government.",0,crowd size=no report,1701813030
BGD26094,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.899,91.872,1,Prothom Alo,National,"On 30 November 2023, at least 10-15 suspected supporters of an Awami League minister threw cocktail bombs at the convoy of an independent candidate for upcoming general elections in Sylhet city (Sylhet Sadar), when he was returning after submitting his nomination papers.",0,crowd size=at least 10-15,1701813030
BGD26094,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Independent Politicians (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.899,91.872,1,Prothom Alo,National,"On 30 November 2023, at least 10-15 suspected supporters of an Awami League minister threw cocktail bombs at the convoy of an independent candidate for upcoming general elections in Sylhet city (Sylhet Sadar), when he was returning after submitting his nomination papers.",0,crowd size=at least 10-15,1701813030
BGD26051,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; GF: Gano Forum; JeI: Jamaat-e-Islami; NPP: National People's Party (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,New Age (Bangladesh),National,"On 30 November 2023, members of Gano Forum, Peoples Party (NPP), and Amar Bangladesh Party staged protest rallies in various locations in Dhaka city, in support of the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 29-30 November, demanding resignation of the Awami League government.",0,crowd size=no report,1721769312
BGD26091,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami,Rioters,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Gazipur,Gazipur Sadar,Gazipur,23.9984,90.4223,1,Dhaka Tribune; Financial Express (Bangladesh),National,"On 30 November 2023, at least 15 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) intercepted two covered vans and a bus with passengers, and set them on fire in Gazipur city (Gazipur Sadar, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 29-30 November, demanding resignation of the Awami League government.",0,crowd size=at least 15,1722376559
BGD26091,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Civilians (Bangladesh),,Civilians,Rioters-Civilians,,50,South Asia,Bangladesh,Dhaka,Gazipur,Gazipur Sadar,Gazipur,23.9984,90.4223,1,Dhaka Tribune; Financial Express (Bangladesh),National,"On 30 November 2023, at least 15 rioters (likely supporters of BNP and JeI due to the ongoing blockade program) intercepted two covered vans and a bus with passengers, and set them on fire in Gazipur city (Gazipur Sadar, Dhaka), during the ongoing nationwide blockade announced by the BNP and Jamaat-e-Islami for 29-30 November, demanding resignation of the Awami League government.",0,crowd size=at least 15,1722376559
BGD26033,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League; Government of Bangladesh (2009-2024),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,Daily Star (Bangladesh); United News of Bangladesh,National,"On 30 November 2023, Awami League nominated candidate, who is also a current MP, and his supporters assaulted three journalists and vandalized their equipment at DC office in Chittagong city (Pahartali), as the journalists questioned about violation of electoral code of conduct during submission of nomination papers.",0,crowd size=no report,1724113672
BGD26033,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Journalists (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,Daily Star (Bangladesh); United News of Bangladesh,National,"On 30 November 2023, Awami League nominated candidate, who is also a current MP, and his supporters assaulted three journalists and vandalized their equipment at DC office in Chittagong city (Pahartali), as the journalists questioned about violation of electoral code of conduct during submission of nomination papers.",0,crowd size=no report,1724113672
BGD26039,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Government of Bangladesh (2009-2024); JP: Jatiya Party,Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Narayanganj,Sonargaon,Baradi,23.6994,90.6403,1,Daily Star (Bangladesh),National,"On 30 November 2023, a Union Parishad member of Jatiya Party and his supporters clashed with members of Jubo League using sharp weapons in Baradi union, Sonargaon upazila (Narayanganj, Dhaka), following an argument over setting up stalls at a local fair. At least 10 people were injured in the clash.",0,crowd size=no report,1724113672
BGD26039,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Jubo League,Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Narayanganj,Sonargaon,Baradi,23.6994,90.6403,1,Daily Star (Bangladesh),National,"On 30 November 2023, a Union Parishad member of Jatiya Party and his supporters clashed with members of Jubo League using sharp weapons in Baradi union, Sonargaon upazila (Narayanganj, Dhaka), following an argument over setting up stalls at a local fair. At least 10 people were injured in the clash.",0,crowd size=no report,1724113672
